1	56718587433
2	76456162968
3	82534038485
4	88796995092
5	90247922345
6	90146117117
7	90457410673
8	89967660859
9	87211742250
10	73610634839
11	56695326238
12	48110601866
13	44406878766
14	43050199070
15	36961508495
16	31555022712
17	27467342825
18	25041832565
19	21160963384
20	19820358830
21	19088172849
22	23204098006
23	26290215100
24	42380697686
25	70062696507
26	80545779973
27	92844295517
28	96880965179
29	90932927706
30	91291134373
31	91713661478
32	90959467260
33	79385942062
34	62489604464
35	56243244765
36	50040519394
37	46874882633
38	41135776475
39	33502564447
40	28113068984
41	24938212968
42	21893717932
43	20344443618
44	19757922807
45	19588672617
46	21350728448
47	34965445638
48	58397356904
49	79198224742
50	89726734078
51	92701958472
52	89941544749
53	93225272251
54	93840519305
55	91765453742
56	84996841280
57	70779170417
58	53526087319
59	46784929778
60	44815865828
61	43427241554
62	35995811572
63	29517833610
64	25972915242
65	22076654385
66	18612412211
67	17578929475
68	17890609373
69	19914942830
70	24541346137
71	41746859874
72	68945777025
73	83169448382
74	86786075089
75	89042055096
76	86097518435
77	88060769558
78	82790015630
79	77013585468
80	69808192637
81	54702484989
82	44434741117
83	41097148377
84	39589080464
85	38201899367
86	32410734851
87	28470110617
88	24499437605
89	21541009914
90	19911908989
91	19004052140
92	18433033394
93	18084021621
94	18353670284
95	20552677072
96	24742386908
97	29869136393
98	32991125146
99	35455444894
100	34495523400
101	36632467202
102	35770881326
103	36997643697
104	37444324377
105	36945904309
106	35656883587
107	35206119914
108	35164625350
109	33085234266
110	28991038667
111	24844352190
112	21479091992
113	19603190408
114	18765174985
115	16295678345
116	16022404241
117	16154259012
118	17434601715
119	20183967438
120	25017333853
121	30089422165
122	34186421348
123	36615951807
124	38454819133
125	38957771195
126	40538801266
127	40119118153
128	41730502477
129	42286115273
130	41372927933
131	42151163877
132	42029366021
133	33338929671
134	27221185797
135	23613482427
136	20130386547
137	17068709687
138	16717288042
139	17050885445
140	19849378963
141	26323638271
142	47692598805
143	75061698229
144	89058955033
145	93952016151
146	92248529591
147	93884315303
148	98598194622
149	94918072018
150	90368765813
151	78076676092
152	62318169327
153	51011542751
154	47819673805
155	45060857356
156	40896550588
157	34544386635
158	28278552858
159	24330862179
160	20038401630
161	13243525260
162	14970999483
163	15888675868
164	18839447601
165	29402021969
166	46682541126
167	64840863534
168	67763783854
169	70248139596
170	70026453084
171	70568256009
172	71265483811
173	71406790650
174	64732717911
175	55667838233
176	45870254054
177	40480322370
178	37717989977
179	35932317820
180	31474139040
181	27522782661
182	23633185689
183	20701088162
184	18439339209
185	16644480654
186	15660734270
187	19393660673
188	25667771463
189	44702009141
190	68746193884
191	81341466591
192	91415442331
193	91471390750
194	91698324032
195	93240694237
196	93560668007
197	90794943805
198	82403486751
199	67183506201
200	53094988311
201	48985931367
202	50608884438
203	44561928647
204	38084115736
205	31477406883
206	26095179429
207	21487257256
208	20103155471
209	17787623104
210	17164686118
211	20300522867
212	31898994455
213	50531690008
214	73367644616
215	86864820992
216	92231992304
217	88648310194
218	86917235682
219	90947348624
220	90833758016
221	87857104368
222	72980100869
223	56408108018
224	49650093895
225	47768443060
226	42508317784
227	37747595019
228	32399746752
229	26325025621
230	21627312830
231	20091925843
232	18444816637
233	17733633011
234	21068815730
235	23371848947
236	39228407073
237	62040791794
238	76036687597
239	84460696178
240	88148687893
241	85959610796
242	87827729520
243	86380170522
244	80837825162
245	68258441125
246	55279948612
247	44532024422
248	41674109773
249	39795330623
250	37731804120
251	33935116257
252	30750989823
253	25866335811
254	23537275010
255	19892546541
256	17993247580
257	17072051951
258	17464003864
259	18280991947
260	20129960363
261	24297933220
262	28988486108
263	32111458880
264	33188647834
265	33948498595
266	34901406545
267	34200387221
268	33252484732
269	34298425351
270	32780824184
271	32701250725
272	32904910111
273	33233555866
274	32345769427
275	28613426442
276	26075574488
277	23501583388
278	20933264119
279	18261475109
280	17509082781
281	17441156446
282	16939250253
283	17636476728
284	20066593160
285	24111654735
286	29049545420
287	32633749081
288	33161406521
289	34189107029
290	33809448266
291	34698154299
292	35193072263
293	36253566359
294	36403966133
295	38217780559
296	39458073129
297	38298035420
298	34267973834
299	28731422198
300	24227249317
301	20166270825
302	17930418286
303	17323729246
304	16997353864
305	18769236944
306	25628529195
307	40272090905
308	65385393850
309	81177675814
310	86953500358
311	89999003212
312	89353133704
313	91720130739
314	92693533335
315	88028637946
316	77916940370
317	62930249732
318	48573944939
319	43681881772
320	45079040820
321	42561941101
322	35301165456
323	29048949293
324	25852728033
325	20240655910
326	19124454023
327	17310410327
328	17763275240
329	19639784058
330	29136134575
331	53482487731
332	75792574816
333	84783523066
334	89979732872
335	90410764791
336	90647459122
337	94351817197
338	93440478269
339	86441097495
340	71610751830
341	55475825052
342	45641548343
343	42998363604
344	41066697564
345	39156302500
346	35711969028
347	26518128134
348	22129294260
349	19814404111
350	17621019256
351	16789547703
352	17412988896
353	22107956308
354	35413766557
355	54202014860
356	73644478378
357	86914692017
358	95130616325
359	94752210602
360	96749758842
361	94146117788
362	87724228491
363	78084068779
364	64873233107
365	52512036299
366	46710108518
367	44723129914
368	43482618734
369	41713417601
370	31604482629
371	26801566292
372	21981436497
373	20051463097
374	18936099883
375	18913543746
376	20086557461
377	27699202389
378	45389140948
379	69957720593
380	79888649565
381	86677746703
382	87027215661
383	84881166263
384	87910755706
385	87255108244
386	84070445882
387	72188104075
388	56562363509
389	44581805266
390	43993848467
391	41782121431
392	38593471070
393	33344338129
394	29331874861
395	24279898678
396	20524184580
397	19410638608
398	19077601022
399	19701841930
400	22623183249
401	33552904831
402	55456589484
403	73746260242
404	80605959026
405	84981800996
406	82944445590
407	82451913391
408	82285249864
409	76092595741
410	66585802405
411	55579238848
412	43930782316
413	40643599482
414	37923558744
415	37171815459
416	32279222458
417	27907221791
418	24107041314
419	20840673538
420	19632573039
421	18085537645
422	17224930160
423	16224642386
424	18080887606
425	19115317113
426	22772737360
427	27603867782
428	31260092052
429	33513163038
430	35307910200
431	35306567451
432	34534541954
433	33251462515
434	34320176507
435	32752584439
436	31816562518
437	34328429859
438	32865579762
439	31448682807
440	29371343347
441	26098256769
442	22684355456
443	20643567540
444	19666781391
445	18160358306
446	17508706619
447	17718034385
448	17899663966
449	19391359768
450	23036453257
451	28863073469
452	32040997197
453	34817157993
454	33390220982
455	34061008560
456	36304257087
457	35827042490
458	34750059478
459	34076320591
460	35134664505
461	35590569103
462	37282051881
463	33453710572
464	29937238932
465	24919876687
466	21130619742
467	18805880633
468	17230086580
469	16513087953
470	16389442102
471	24202012119
472	36449180634
473	60125675774
474	79245814072
475	86819147689
476	92814438632
477	89801318252
478	90664060602
479	93486004831
480	92097889201
481	81970562386
482	66124825683
483	51079672561
484	45976815164
485	43371969975
486	40956068380
487	35726583722
488	30992587167
489	27377954868
490	24519862448
491	21631201121
492	21550451726
493	18531126626
494	19764676464
495	28333709789
496	47114378417
497	70639933712
498	85145696709
499	87394476199
500	91152740687
501	90673456130
502	91889331011
503	92310511811
504	89229669955
505	77415208273
506	62077613482
507	49491253091
508	45890323997
509	43486750561
510	40288682989
511	34315317128
512	30292827588
513	25221238038
514	22414064318
515	20593062894
516	20455793926
517	21481920392
518	24130494773
519	34315452754
520	55679381961
521	77590222158
522	85134163794
523	86776950459
524	87802369654
525	86253412704
526	90199610258
527	88382922934
528	79962014895
529	65558266329
530	51084928967
531	44927478195
532	44404995659
533	42191591661
534	38181375398
535	32220154016
536	26529756951
537	24210973068
538	21312279835
539	19819302609
540	18323092827
541	19497160722
542	26417114909
543	42260870756
544	63307902599
545	79940064327
546	87597102239
547	90684395193
548	88802196088
549	88041084792
550	87985675741
551	85442532863
552	78624265713
553	65603051081
554	51755363851
555	46574468667
556	43216079965
557	40865450755
558	36097850573
559	31578670883
560	26379966003
561	22722343469
562	20192602084
563	19262554209
564	18984156062
565	22737110703
566	29845862355
567	51384458770
568	73517736532
569	84782422467
570	89036232144
571	92507049854
572	91109142089
573	93342649183
574	86995497435
575	82144586631
576	68223520640
577	54738964241
578	45832329649
579	43157627739
580	40426943207
581	39153850256
582	34132877323
583	28741465224
584	24979236321
585	22178685236
586	20560388625
587	19541209903
588	18347297027
589	18883298020
590	19644167721
591	23562593615
592	27860544411
593	31747132945
594	34852588231
595	35615313952
596	35177151656
597	35380512107
598	35414276728
599	34897438075
600	33425047973
601	33505179243
602	33500734444
603	32179702081
604	31001004579
605	28918135146
606	26537343683
607	24332899690
608	20838038220
609	20066572421
610	21626941932
611	17697792389
612	17007445621
613	17393241068
614	18289285493
615	22602862869
616	27335415583
617	31768508536
618	34105599808
619	34129910541
620	34195914565
621	33696048765
622	34980741187
623	36508832356
624	36449512232
625	37151979337
626	38957387754
627	38363078298
628	37126481318
629	33287245492
630	27670783512
631	23613222216
632	20309946658
633	19445100452
634	19943991151
635	20715319155
636	24436408487
637	34262909178
638	60651431871
639	83028042420
640	90074587336
641	95034809583
